SalePrice,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SaleType,KitchenQual,BsmtQual,ExterQual,MSZoning
188000,5,1998,1999,0.0,880,880,1724,2,8,2,527,Normal,WD,Gd,Gd,TA,RL
111250,5,1972,1972,0.0,864,864,864,1,5,2,576,Normal,COD,TA,TA,TA,RL
158000,5,1968,1968,188.0,1051,1159,1159,1,7,1,336,Normal,WD,TA,TA,TA,RL
272000,5,2001,2002,479.0,1581,1601,1601,2,6,2,670,Normal,WD,Gd,Gd,Gd,RL
315000,5,2006,2006,584.0,1838,1838,1838,2,8,3,765,Normal,WD,Ex,Ex,Ex,RL
248000,5,2000,2000,72.0,969,997,2285,2,8,3,648,Normal,WD,Gd,Gd,Gd,RL
213250,5,1998,1999,0.0,1650,1680,1680,2,7,2,583,Normal,WD,Gd,Ex,Gd,RL
133000,5,1998,1998,182.0,723,767,767,1,4,1,367,Normal,WD,TA,Gd,TA,RH
179665,5,2006,2006,0.0,654,664,1496,2,7,2,426,Partial,New,Gd,Gd,Gd,RL
229000,5,1988,1988,178.0,1204,1377,2183,2,9,3,786,Normal,WD,Gd,Gd,Gd,RL
210000,7,1923,1950,0.0,1065,915,1635,1,6,2,440,Normal,WD,TA,Gd,TA,RL
129500,7,1970,1970,0.0,768,768,768,1,5,2,624,Normal,WD,TA,Gd,TA,RL
125000,7,1955,1995,0.0,825,825,825,1,4,2,720,Normal,WD,TA,TA,TA,RM
263000,5,2003,2004,0.0,912,912,2094,2,8,2,615,Normal,WD,Gd,Gd,Gd,FV
140000,6,1977,1977,0.0,1069,1069,1069,2,4,2,440,Abnorml,COD,TA,Gd,TA,RL
112500,6,1957,1957,0.0,928,928,928,1,5,1,288,Normal,WD,TA,TA,TA,RM
255500,5,2006,2006,250.0,1709,1717,1717,2,7,3,908,Normal,WD,Gd,Ex,Gd,RL
108000,5,1949,2003,0.0,0,1126,1126,2,5,2,520,Normal,WD,Gd,None,TA,RL
284000,5,2003,2004,292.0,998,1006,2046,2,8,3,871,Normal,WD,Gd,Gd,Gd,RL
113000,6,1922,1950,0.0,993,1048,1048,1,5,1,280,Normal,WD,TA,TA,TA,RM
141000,5,1957,1957,0.0,1092,1092,1092,1,6,1,299,Normal,WD,TA,TA,TA,RL
108000,6,1920,1950,0.0,637,897,1336,1,7,1,570,Normal,COD,TA,TA,TA,C (all)
175000,5,1996,1997,0.0,729,729,1446,2,6,2,406,Normal,WD,TA,Gd,TA,RL
234000,5,2003,2004,18.0,1374,1557,1557,2,7,2,420,Normal,WD,Gd,Gd,Gd,RL
121500,6,1957,1996,180.0,1392,1392,1392,1,5,2,528,Normal,WD,TA,Gd,TA,RL
170000,5,1974,1975,0.0,1389,1389,1389,1,6,2,418,Normal,WD,TA,Gd,TA,RL
108000,6,1940,1969,0.0,996,996,996,1,6,0,0,Normal,WD,TA,TA,TA,RL
185000,7,1918,1950,0.0,1163,1163,1674,2,8,2,396,Normal,WD,TA,Gd,TA,RL
268000,5,1992,2000,0.0,1095,1166,2295,2,9,2,590,Normal,WD,Gd,Gd,Gd,RL
128000,4,1915,1950,0.0,806,841,1647,1,6,1,216,Normal,WD,Fa,Gd,TA,RL
325000,5,2005,2007,245.0,1122,1134,2504,2,11,3,656,Normal,WD,Ex,Gd,Gd,RL
214000,5,2004,2004,168.0,1517,1535,1535,2,7,2,532,Normal,WD,Gd,Gd,Gd,RL
316600,8,1983,2009,0.0,1496,1496,2132,1,5,2,612,Normal,WD,Gd,Gd,Gd,RL
135960,5,1979,1979,0.0,943,943,943,1,4,2,600,Normal,WD,TA,Gd,TA,RL
142600,5,1965,1965,108.0,1728,1728,1728,2,10,2,576,Normal,WD,TA,TA,TA,RL
120000,6,1959,1959,207.0,864,864,864,1,4,1,288,Abnorml,WD,Gd,TA,TA,RL
224500,5,2009,2009,0.0,846,846,1692,2,6,2,650,Partial,New,Gd,Ex,TA,RL
170000,5,2000,2000,0.0,384,774,1430,2,8,2,400,Normal,WD,TA,Gd,TA,RL
139000,7,1971,2005,82.0,372,576,1109,1,5,1,288,Normal,WD,TA,TA,TA,RL
118500,5,1947,1950,0.0,832,832,1216,1,6,1,336,Abnorml,COD,TA,TA,TA,RL
145000,7,1928,1950,0.0,861,877,1477,2,6,1,216,Normal,WD,TA,TA,TA,RL
164500,6,1966,1966,97.0,1164,1320,1320,1,6,2,564,Abnorml,WD,TA,TA,TA,RL
146000,5,2007,2007,0.0,689,703,1392,2,5,2,540,Abnorml,WD,Gd,Gd,Gd,FV
131500,5,1954,1954,335.0,1050,1050,1795,2,7,1,352,Normal,WD,TA,TA,TA,RM
181900,6,1960,1987,85.0,1144,1429,1429,1,7,2,572,Normal,WD,Gd,TA,TA,RL
253293,5,2008,2009,306.0,2042,2042,2042,2,8,3,1390,Partial,New,Ex,Ex,Ex,RL
118500,5,1990,1990,104.0,816,816,816,1,5,0,0,Normal,WD,TA,Gd,TA,RL
325000,9,1893,2000,0.0,1237,1521,2775,3,9,2,880,Normal,WD,Gd,TA,Ex,RM
133000,7,1935,1995,0.0,884,989,1573,1,6,1,240,Normal,WD,Gd,TA,TA,RM
369900,5,2005,2006,208.0,1868,2028,2028,2,7,3,880,Partial,New,Gd,Ex,Gd,RL
130000,7,1918,2000,0.0,816,838,838,1,5,1,275,Normal,WD,Fa,TA,TA,RL
137000,6,1982,1982,0.0,840,860,860,1,4,2,528,Normal,WD,TA,TA,TA,RL
143000,8,1968,2003,0.0,1437,1473,1473,1,5,1,452,Partial,WD,Ex,TA,TA,RL
79500,6,1930,1960,0.0,742,779,935,1,4,1,308,Normal,WD,TA,TA,TA,RM
185900,5,2004,2004,0.0,770,770,1582,2,6,2,520,Normal,WD,Gd,Gd,Gd,RL
451950,5,2008,2008,420.0,1722,1728,2296,2,10,3,842,Normal,ConLI,Ex,Ex,Ex,RL
138000,8,1982,2003,0.0,816,816,816,1,4,2,816,Normal,WD,TA,TA,TA,RL
140000,5,2003,2003,170.0,848,848,848,1,4,2,420,Normal,WD,Gd,Gd,Gd,RM
110000,6,1975,1975,0.0,924,924,924,1,5,1,280,Normal,WD,TA,Gd,TA,RL
319000,5,2005,2006,238.0,1814,1826,1826,2,7,3,758,Partial,New,Gd,Gd,Gd,RL
114504,7,1910,1993,0.0,684,684,1368,1,7,1,216,Normal,WD,TA,TA,TA,RM
194201,5,2006,2007,72.0,1258,1402,1402,0,7,3,648,Partial,New,Gd,Ex,Gd,RL
217500,6,1977,1977,459.0,1430,1647,1647,2,7,2,621,Normal,WD,Gd,Gd,TA,RL
151000,6,1980,1980,0.0,716,716,1556,2,6,2,452,Normal,COD,TA,Gd,TA,RM
275000,5,2005,2005,280.0,1058,1058,1904,2,8,2,736,Normal,WD,Ex,Gd,Gd,RL
141000,6,1937,1950,0.0,780,780,1375,1,6,1,544,Normal,WD,Gd,TA,TA,RM
220000,5,1992,1992,0.0,908,927,1915,2,8,2,506,Abnorml,WD,Gd,Gd,Gd,RL
151000,5,2004,2005,0.0,600,600,1200,2,4,2,480,Normal,WD,Gd,Gd,Gd,FV
221000,5,2002,2002,99.0,1494,1494,1494,2,6,2,530,Normal,WD,Gd,Gd,Gd,RL
205000,6,1965,1990,176.0,768,1186,1986,2,7,2,486,Normal,WD,TA,TA,TA,RL
152000,5,1996,1996,0.0,1040,1040,1040,1,6,2,576,Normal,WD,Gd,Gd,TA,RL
225000,8,1948,2002,0.0,896,1112,2008,3,8,1,230,Normal,WD,Ex,TA,TA,RL
359100,6,1934,1998,0.0,965,1940,3194,2,10,2,380,Alloca,WD,TA,Gd,TA,RL
118500,5,1961,1961,192.0,1029,1029,1029,1,5,1,261,Normal,WD,TA,TA,TA,RL
313000,5,2000,2000,204.0,1440,1476,2153,2,8,3,736,Normal,WD,Ex,Ex,Gd,RL
148000,6,1978,1978,233.0,1032,1032,1032,2,6,2,564,Normal,WD,TA,Gd,TA,RL
261500,5,2001,2001,108.0,1299,1299,1872,2,7,2,531,Normal,WD,Ex,Gd,Gd,RL
147000,5,2007,2007,0.0,1120,1120,1120,1,6,0,0,Partial,New,TA,Gd,TA,RL
75500,6,1972,1972,0.0,630,630,630,1,3,0,0,Normal,WD,TA,Gd,TA,RM
137500,7,1963,1963,156.0,936,1054,1054,1,6,2,480,Abnorml,WD,Gd,TA,TA,RL
183200,5,2002,2003,0.0,783,807,1509,2,7,2,393,Normal,WD,Gd,Gd,Gd,RL
105500,6,1954,1954,0.0,832,832,832,1,4,2,528,Normal,WD,Gd,TA,TA,RL
314813,5,2007,2007,452.0,1822,1828,1828,2,9,3,774,Partial,New,Gd,Ex,Ex,RL
305000,5,2003,2003,226.0,1482,1482,2262,2,10,3,749,Normal,WD,Gd,Gd,Gd,RL
67000,3,1914,1950,0.0,864,864,864,1,5,0,0,Normal,WD,TA,TA,TA,RL
240000,7,1974,1997,0.0,1522,1548,2614,2,9,2,624,Normal,WD,TA,TA,TA,RL
135000,6,1977,1977,153.0,980,980,980,1,6,2,484,Normal,WD,TA,TA,TA,RL
168500,5,2000,2000,513.0,756,756,1512,2,4,2,440,Normal,WD,Gd,Gd,Gd,FV
165150,5,1972,1972,288.0,732,1012,1790,1,8,2,484,Normal,WD,TA,TA,TA,RL
160000,6,1962,1962,261.0,1116,1116,1116,1,5,2,440,Normal,WD,TA,TA,TA,RL
139900,5,1960,1978,0.0,978,1422,1422,1,6,1,286,Normal,WD,TA,TA,TA,RL
153000,6,1955,1972,164.0,1156,1520,1520,1,7,1,364,Normal,WD,TA,TA,TA,RL
135000,5,1969,1969,192.0,1040,1040,2080,1,9,2,504,Family,WD,Fa,Gd,TA,RL
168500,5,1964,1964,259.0,1248,1350,1350,1,6,2,520,Normal,WD,TA,TA,TA,RL
124000,6,1880,1991,0.0,636,1089,1750,1,8,1,240,Abnorml,WD,Ex,Fa,TA,RM
209500,5,2006,2006,108.0,1554,1554,1554,2,6,2,627,Normal,WD,Gd,Gd,Gd,RL
82500,5,1977,1977,209.0,1386,1411,1411,2,6,2,544,Family,WD,TA,TA,TA,RL
139400,7,1954,2005,0.0,1056,1056,1056,1,6,1,260,Normal,WD,TA,TA,TA,RL
144000,5,1980,1980,0.0,1056,1056,1056,0,4,2,576,Normal,WD,TA,TA,TA,RL
200000,7,1914,1995,0.0,1440,1440,3395,2,14,0,0,Abnorml,WD,Fa,TA,Fa,RH
60000,3,1936,1950,0.0,264,800,800,1,4,0,0,Normal,ConLw,Fa,TA,Fa,RM
93000,4,1954,1954,0.0,811,811,1387,2,7,1,256,Normal,WD,Gd,TA,TA,RM
85000,7,1910,1950,0.0,796,796,796,1,4,0,0,Normal,WD,TA,Fa,TA,RL
264561,5,2006,2006,0.0,1520,1567,1567,2,7,3,648,Partial,New,Ex,Gd,Gd,RL
274000,5,2003,2004,472.0,1518,1518,1518,1,6,2,588,Normal,WD,Ex,Ex,Ex,RL
226000,5,2001,2001,0.0,1057,1057,1929,2,7,2,650,Normal,WD,Gd,Gd,Gd,FV
345000,7,1972,1995,0.0,1952,2000,2704,2,9,2,538,Normal,WD,Ex,Gd,Gd,RL
152000,5,1969,1969,263.0,780,780,1620,2,7,2,462,Normal,WD,TA,TA,TA,RL
370878,5,2009,2009,162.0,1766,1766,1766,2,7,3,478,Partial,New,Ex,Ex,Ex,FV
143250,5,1971,1971,0.0,981,981,981,1,5,2,576,Normal,WD,TA,TA,TA,RL
98300,5,1950,1950,0.0,0,1048,1048,1,7,2,420,Normal,WD,TA,None,TA,RL
155000,5,1953,1953,216.0,1094,1094,1094,1,5,2,495,Normal,WD,TA,TA,TA,RL
155000,5,1966,1966,351.0,756,1051,1839,1,7,2,442,Normal,WD,TA,TA,TA,RL
84500,6,1970,1970,0.0,630,630,630,1,3,0,0,Normal,WD,TA,Gd,TA,RM
205950,6,2007,2007,0.0,813,822,1665,2,7,2,562,Normal,WD,Gd,Gd,Gd,FV
108000,5,1940,1950,0.0,755,755,1510,1,7,1,296,Normal,WD,TA,TA,TA,RL
191000,5,1996,1996,0.0,880,909,1716,2,7,2,512,Normal,WD,Gd,Gd,Gd,RL
135000,7,1906,1995,0.0,756,756,1469,1,7,1,216,Normal,WD,TA,TA,TA,RM
350000,6,1995,1995,660.0,2109,2113,2113,2,7,3,839,Normal,WD,Gd,Gd,Gd,RL
88000,5,1971,1971,381.0,525,525,1092,1,6,1,264,Family,WD,TA,TA,TA,RM
145500,7,1959,2006,54.0,1053,1053,1053,1,5,1,312,Normal,WD,Gd,TA,Gd,RL
149000,6,1931,2000,0.0,776,851,1502,1,6,1,270,Normal,WD,TA,Gd,TA,RL
97500,5,1948,1950,0.0,912,912,1458,1,6,1,330,Abnorml,WD,TA,TA,TA,RL
167000,7,1964,1999,0.0,1486,1486,1486,1,7,2,480,Normal,WD,TA,TA,TA,RL
197900,7,1976,1976,233.0,793,1142,1935,2,7,2,550,Normal,WD,TA,Gd,TA,RL
402000,7,1994,2005,528.0,1629,1686,2448,2,8,3,711,Normal,WD,Gd,Gd,Gd,RL
110000,3,1968,1968,216.0,1392,1392,1392,1,5,2,576,Normal,WD,TA,Fa,TA,RL
137500,5,1972,1972,0.0,1138,1181,1181,2,6,2,588,Normal,WD,TA,Gd,TA,RL
423000,5,2005,2006,0.0,2077,2097,2097,1,8,3,1134,Partial,New,Ex,Ex,Gd,RL
230500,5,2000,2000,40.0,1406,1454,1936,2,7,2,504,Normal,WD,Gd,Gd,Gd,RL
129000,5,1965,1979,113.0,1021,1465,2380,2,7,2,596,Abnorml,WD,TA,Gd,TA,RL
193500,5,1994,1998,258.0,1408,1679,1679,2,7,2,575,Normal,WD,Gd,Gd,TA,RL
168000,6,1956,1987,0.0,1188,1437,1437,1,6,2,576,Normal,WD,TA,TA,TA,RL
137500,5,1922,1950,0.0,700,1180,1180,1,5,1,252,Normal,WD,Fa,Fa,TA,RL
173500,5,2005,2005,0.0,738,738,1476,2,7,2,540,Normal,WD,Gd,Gd,Gd,RL
103600,6,1925,1950,0.0,672,697,1369,2,6,1,300,Normal,WD,TA,TA,TA,RH
165000,6,1977,1977,0.0,1208,1208,1208,1,6,2,546,Normal,WD,TA,Gd,Gd,RL
257500,7,1957,2004,106.0,1477,1839,1839,2,7,2,416,Normal,WD,Gd,TA,TA,RL
140000,6,1965,1965,0.0,1136,1136,1136,1,5,1,384,Normal,WD,TA,TA,TA,RL
148500,6,1978,1978,0.0,855,855,1441,2,7,2,440,Normal,WD,TA,TA,TA,RL
87000,2,1900,1950,0.0,1095,1095,1774,2,8,3,779,Normal,WD,TA,TA,TA,RM
109500,8,1924,2006,0.0,768,792,792,1,5,1,240,Normal,WD,Gd,TA,Gd,RL
372500,5,2008,2008,464.0,2046,2046,2046,2,7,3,834,Partial,New,Gd,Ex,Gd,RL
128500,5,1961,1961,57.0,988,988,988,1,5,2,572,Normal,WD,TA,TA,TA,RL
143000,5,1980,1980,0.0,923,923,923,2,5,1,264,Normal,WD,TA,Gd,TA,RL
159434,5,1932,2000,0.0,793,848,1520,1,6,1,281,Abnorml,WD,TA,TA,TA,RH
173000,5,1996,1997,0.0,1291,1291,1291,1,6,2,431,Normal,WD,Gd,Gd,TA,RL
285000,5,2002,2002,215.0,1626,1668,1668,2,7,3,702,Normal,WD,Gd,Gd,Gd,RL
221000,5,1998,1998,30.0,1195,1195,1839,2,7,2,486,Normal,WD,TA,Gd,Gd,RL
207500,5,1984,1984,0.0,1190,1190,2090,2,6,2,577,Normal,WD,Gd,Gd,Gd,RL
227875,6,2007,2007,0.0,874,874,1761,3,7,2,578,Partial,New,Gd,Gd,Gd,FV
148800,5,2004,2004,0.0,551,551,1102,2,4,2,480,Normal,WD,Gd,Gd,Gd,FV
392000,6,2007,2007,0.0,1419,1419,1419,2,7,2,567,Partial,New,Gd,Gd,Gd,RL
194700,5,2005,2006,256.0,1362,1362,1362,2,6,2,460,Normal,WD,Gd,Gd,Gd,RL
141000,5,2004,2004,147.0,848,848,848,1,3,2,420,Normal,WD,Gd,Gd,Gd,RM
755000,6,1994,1995,1170.0,2444,2444,4316,3,10,3,832,Normal,WD,Ex,Ex,Ex,RL
335000,5,1989,1990,293.0,1210,1238,2519,2,9,2,628,Normal,WD,Gd,Gd,Gd,RL
108480,6,1921,1968,0.0,1073,1073,1073,1,4,1,326,Abnorml,WD,TA,TA,TA,RL
141500,6,1936,1950,0.0,927,1067,1539,1,5,2,576,Normal,WD,TA,TA,TA,RM
176000,6,1987,1987,72.0,1112,1137,1137,2,5,2,551,Normal,WD,Gd,Gd,TA,RL
89000,7,1921,1950,0.0,616,616,616,1,4,1,205,Normal,WD,TA,TA,TA,RM
123500,7,1952,1952,0.0,980,1148,1148,1,6,1,308,Normal,WD,TA,Ex,TA,RL
138500,8,1965,2009,0.0,894,894,894,1,5,1,336,Normal,WD,TA,TA,TA,RL
196000,5,2004,2004,0.0,1391,1391,1391,2,5,2,530,Normal,WD,Gd,Gd,Gd,FV
312500,5,2002,2002,630.0,1800,1800,1800,2,7,3,765,Normal,WD,Gd,Ex,Gd,RL
140000,5,1969,1969,168.0,1164,1164,1164,1,6,2,528,Normal,COD,TA,TA,TA,RL
361919,5,2006,2006,466.0,1234,1264,2576,2,10,3,666,Partial,New,Ex,Ex,Ex,RL
140000,9,1900,1996,0.0,360,1032,1812,2,8,2,672,Normal,WD,Gd,Gd,TA,RM
213000,5,2004,2005,109.0,1473,1484,1484,2,7,2,606,Normal,WD,Gd,Gd,Gd,RL
55000,5,1930,1950,0.0,0,372,1092,2,7,0,0,Normal,WD,Fa,None,Fa,RM
302000,5,1971,2002,351.0,1643,1824,1824,2,5,2,739,Normal,WD,Gd,Gd,TA,RL
254000,5,2006,2006,176.0,1324,1324,1324,2,6,2,550,Normal,WD,Gd,Gd,Gd,RL
179540,5,2007,2007,0.0,728,728,1456,2,8,2,400,Partial,New,Gd,Gd,Gd,RL
109900,7,1966,1966,41.0,876,904,904,1,6,1,408,Abnorml,WD,TA,TA,TA,RL
52000,6,1935,2003,0.0,270,729,729,1,5,0,0,Normal,WD,TA,TA,Gd,RL
102776,7,1900,1950,0.0,859,859,1178,1,7,1,384,Abnorml,WD,TA,TA,TA,C (all)
189000,5,1988,1989,0.0,1228,1228,1228,2,5,2,472,Normal,WD,Gd,Gd,Gd,RL
129000,5,1970,1970,160.0,960,960,960,1,6,2,576,Normal,WD,TA,TA,TA,RL
130500,8,1976,2005,289.0,725,725,1479,2,6,2,475,Normal,WD,Gd,TA,Gd,RL
165000,5,1974,1974,174.0,1064,1350,1350,2,7,2,478,Normal,WD,TA,Gd,TA,RL
159500,8,1890,1998,0.0,718,1576,2554,1,8,2,704,Normal,WD,TA,TA,TA,RM
157000,6,1973,2000,0.0,1176,1178,1178,1,5,2,439,Normal,WD,Gd,Gd,TA,RL
341000,5,1993,1994,651.0,1311,1325,2418,2,9,3,983,Normal,WD,Gd,Gd,Gd,RL
128500,6,1969,1969,0.0,971,971,971,1,5,1,300,Normal,WD,TA,Gd,TA,RL
275000,5,1985,1985,0.0,1742,1742,1742,2,5,2,564,Normal,WD,Gd,Gd,Gd,RL
143000,5,2004,2004,169.0,848,848,848,1,3,2,420,Normal,WD,Gd,Gd,Gd,RM
124500,7,1970,1970,0.0,864,864,864,1,5,2,463,Normal,WD,TA,TA,TA,RL
135000,6,1954,1972,0.0,941,997,1470,2,7,1,548,Normal,WD,TA,TA,TA,RL
320000,5,2007,2008,340.0,1698,1698,1698,2,8,3,768,Normal,WD,Ex,Ex,Ex,RL
120500,6,1970,1970,0.0,864,864,864,1,5,2,660,Normal,WD,Gd,TA,TA,RL
222000,9,1988,2007,260.0,880,1680,1680,2,5,2,540,Normal,WD,Gd,Gd,Gd,RL
194500,5,2007,2007,82.0,1232,1232,1232,2,6,2,632,Normal,WD,Gd,Gd,Gd,RL
110000,5,1958,1958,95.0,1584,1776,1776,2,9,3,888,Abnorml,COD,TA,TA,TA,RL
103000,5,1925,1950,0.0,780,848,1208,1,5,2,539,Normal,WD,TA,TA,TA,RM
236500,5,1995,1996,0.0,1595,1616,1616,2,5,2,608,Normal,WD,Gd,Gd,Gd,RL
187500,5,2003,2003,442.0,868,1146,1146,2,6,2,438,Normal,WD,Gd,Ex,Gd,RL
222500,5,1998,1999,202.0,1153,1153,2031,2,8,2,541,Normal,WD,Gd,Gd,Gd,RL
131400,6,1961,1983,0.0,864,1144,1144,1,6,1,264,Normal,WD,TA,TA,TA,RL
108000,5,1968,1968,0.0,948,948,948,1,6,1,300,Family,WD,TA,TA,TA,RL
163000,7,1914,1970,0.0,880,880,1768,1,6,2,320,Normal,WD,TA,Gd,TA,RM
93500,4,1950,1950,0.0,0,1040,1040,2,6,2,400,Normal,WD,TA,None,TA,RL
239900,5,2005,2005,0.0,893,901,1801,2,8,3,800,Normal,WD,Gd,Gd,Gd,RL
179000,5,1987,1988,0.0,1200,1200,1200,3,5,0,0,Alloca,WD,TA,Gd,TA,RL
190000,5,2004,2004,0.0,864,864,1728,2,7,2,572,Normal,WD,Gd,Gd,Gd,RL
132000,7,1910,2002,0.0,264,768,1432,2,7,2,360,Abnorml,WD,TA,Fa,TA,RM
142000,8,1961,1996,0.0,912,912,912,1,5,1,288,Normal,WD,Gd,TA,TA,RL
179000,5,2000,2001,108.0,1349,1349,1349,2,6,2,539,Normal,WD,TA,Gd,TA,RL
175000,6,1963,1999,0.0,520,1464,1464,2,6,2,480,Normal,WD,TA,Gd,TA,RL
180000,5,1993,1993,0.0,1337,1337,1337,2,5,2,462,Normal,WD,Gd,Gd,Gd,RL
299800,9,1976,1996,289.0,1142,1175,2715,3,11,2,831,Normal,WD,Gd,TA,Ex,RL
236000,5,2000,2000,0.0,952,980,2256,2,8,2,554,Normal,WD,Gd,Gd,Gd,RL
265979,7,1880,2003,0.0,1240,1320,2640,1,8,4,864,Normal,WD,Gd,TA,Gd,RM
260400,5,1996,1996,338.0,1720,1720,1720,2,7,2,527,Normal,WD,Gd,Gd,Gd,RL
98000,3,1945,1950,0.0,0,1088,1529,2,9,1,240,Normal,WD,TA,None,TA,RL
96500,7,1910,2004,0.0,576,792,1140,1,7,0,0,Normal,WD,TA,TA,TA,RM
162000,5,2003,2003,0.0,660,660,1320,2,6,2,400,Normal,WD,Gd,Gd,Gd,RL
217000,5,1997,1997,0.0,1479,1494,1494,2,6,2,576,Normal,WD,Gd,Gd,TA,RL
275500,5,2005,2005,178.0,1030,1038,2098,2,8,3,878,Normal,WD,Ex,Gd,Gd,RL
156000,8,1969,2005,0.0,1026,1026,1026,1,5,2,440,Normal,WD,Gd,TA,TA,RL
172500,5,1999,1999,894.0,729,742,1471,2,6,2,440,Normal,WD,TA,Gd,TA,FV
212000,5,2007,2007,0.0,866,866,1768,2,7,2,578,Normal,WD,Gd,Gd,Gd,RL
158900,5,1978,1978,328.0,672,672,1386,2,6,2,440,Abnorml,WD,TA,TA,TA,RL
179400,5,1999,1999,360.0,744,757,1501,2,6,2,440,Normal,WD,TA,Gd,TA,FV
290000,5,1995,1995,513.0,1318,1328,2531,2,9,3,752,Normal,WD,Gd,Gd,Gd,RL
127500,6,1959,1959,0.0,864,864,864,1,5,1,300,Normal,WD,TA,TA,TA,RL
100000,5,1924,1950,0.0,1145,1301,1301,1,5,2,440,Normal,WD,Fa,TA,TA,RM
215200,5,2009,2009,0.0,756,764,1547,2,7,2,614,Normal,Con,Gd,Gd,TA,FV
337000,5,1999,1999,673.0,1252,1268,2365,2,8,3,856,Normal,WD,Gd,Gd,Gd,RL
270000,5,1995,1996,0.0,1494,1494,1494,1,6,2,481,Normal,WD,Ex,Gd,Gd,RL
264132,5,2008,2008,284.0,1498,1506,1506,2,6,2,592,Partial,New,Ex,Gd,Gd,RL
196500,5,1988,1988,42.0,980,980,1714,2,7,2,496,Normal,WD,TA,Gd,TA,RL
160000,7,1940,1985,0.0,983,983,1750,2,7,1,423,Normal,WD,TA,Gd,TA,RL
216837,5,2004,2005,0.0,1860,1836,1836,2,8,2,484,Normal,WD,Gd,Gd,Gd,RL
538000,5,2003,2003,603.0,1650,1690,3279,3,12,3,841,Normal,WD,Ex,Gd,Ex,RL
134900,5,1982,1982,0.0,858,858,858,1,5,2,576,Normal,WD,TA,Gd,TA,RL
102000,5,1951,1951,0.0,836,1220,1220,1,6,2,396,Normal,COD,TA,Fa,TA,RL
107000,5,1976,1976,0.0,1029,1117,1117,1,6,2,672,Abnorml,WD,TA,TA,TA,RL
114500,5,1958,1958,1.0,912,912,912,1,5,1,275,Normal,COD,TA,TA,TA,RL
395000,5,2006,2006,375.0,1935,1973,1973,2,9,3,895,Partial,New,Gd,Gd,Gd,RL
162000,5,1998,1998,320.0,1204,1204,1204,2,5,2,412,Normal,WD,TA,Ex,TA,RM
221500,5,2005,2006,240.0,1614,1614,1614,2,7,3,865,Partial,New,Gd,Gd,Gd,RL
142500,5,1974,1974,0.0,864,894,894,1,5,2,440,Normal,WD,TA,TA,TA,RL
144000,5,1977,1977,320.0,0,2020,2020,2,10,2,630,Normal,WD,TA,None,TA,RH
135000,5,1977,1977,90.0,975,1004,1004,1,4,2,504,Normal,WD,TA,Gd,TA,RL
176000,5,1995,1996,38.0,1237,1253,1253,2,6,2,402,Normal,WD,TA,Gd,TA,RL
175900,5,1992,1992,0.0,761,810,1603,2,7,2,484,Normal,WD,Gd,Gd,Gd,RL
187100,5,2001,2002,0.0,1413,1430,1430,2,6,2,605,Normal,WD,Gd,Gd,Gd,RL
165500,6,1978,1978,104.0,1097,1110,1110,1,4,2,602,Normal,WD,Gd,Gd,TA,RL
128000,6,1914,2001,0.0,742,742,1484,2,9,0,0,Normal,WD,TA,TA,TA,RM
161500,5,1967,1967,0.0,1372,1342,1342,2,7,2,457,Normal,WD,TA,TA,TA,RL
139000,6,1915,1950,0.0,686,966,1652,2,7,1,416,Normal,WD,TA,Fa,TA,RM
233000,5,2004,2004,0.0,956,956,2084,2,8,2,618,Normal,WD,Gd,Gd,Gd,RL
107900,7,1954,2000,0.0,901,901,901,1,4,1,281,Normal,WD,TA,TA,TA,RM
187500,8,1966,2007,157.0,832,976,2087,2,9,2,444,Normal,WD,Gd,TA,TA,RL
160200,5,2005,2006,11.0,1145,1145,1145,2,5,2,397,Normal,WD,Gd,Gd,Gd,RL
146800,5,1976,1976,0.0,1029,1062,1062,1,5,2,539,Normal,WD,TA,Gd,TA,RL
269790,5,1996,1997,0.0,1117,1127,2013,2,8,2,455,Normal,WD,TA,Gd,Gd,RL
225000,5,2007,2007,140.0,1496,1496,1496,2,7,2,474,Partial,New,Gd,Gd,Gd,RL
194500,5,1994,1996,0.0,712,1086,1895,2,7,2,409,Normal,WD,Gd,Gd,Gd,RL
171000,6,1980,1981,130.0,650,888,1564,2,7,2,476,Normal,WD,TA,Gd,TA,RL
143500,5,1977,1977,148.0,660,1285,1285,1,7,2,528,Normal,WD,TA,TA,TA,RL
110000,5,1953,1953,0.0,773,773,773,1,4,1,240,Abnorml,WD,TA,TA,TA,RL
485000,5,2008,2009,860.0,1926,1966,3140,3,11,3,820,Partial,New,Ex,Ex,Ex,RL
175000,7,1937,1950,252.0,731,981,1768,1,7,1,240,Normal,WD,Gd,Gd,TA,RL
200000,5,1997,1997,0.0,616,616,1688,2,8,2,603,Normal,WD,Gd,Gd,TA,RL
109900,7,1916,1990,0.0,1196,1196,1196,1,5,2,440,Normal,WD,TA,TA,TA,RM
189000,5,2005,2005,0.0,728,728,1456,2,7,2,410,Normal,WD,Gd,Gd,Gd,RL
582933,5,2008,2009,424.0,1734,1734,2822,3,12,3,1020,Partial,New,Ex,Ex,Ex,RL
118000,5,1954,1954,0.0,936,1128,1128,1,5,1,286,Family,WD,TA,TA,TA,RL
